"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
1,1,"AFG","Afghanistan",1,"Badakhshan",1,"Baharak","Wuleswali","District",NA,NA
2,1,"AFG","Afghanistan",1,"Badakhshan",2,"Darwaz","Wuleswali","District",NA,NA
3,1,"AFG","Afghanistan",1,"Badakhshan",3,"Fayz abad","Wuleswali","District",NA,NA
4,1,"AFG","Afghanistan",1,"Badakhshan",4,"Ishkashim","Wuleswali","District",NA,NA
5,1,"AFG","Afghanistan",1,"Badakhshan",5,"Jurm","Wuleswali","District",NA,NA
6,1,"AFG","Afghanistan",1,"Badakhshan",6,"Khwahan","Wuleswali","District",NA,NA
7,1,"AFG","Afghanistan",1,"Badakhshan",7,"Kishim","Wuleswali","District",NA,NA
8,1,"AFG","Afghanistan",1,"Badakhshan",8,"Kuran Wa Munjan","Wuleswali","District",NA,NA
9,1,"AFG","Afghanistan",1,"Badakhshan",9,"Ragh","Wuleswali","District",NA,NA
10,1,"AFG","Afghanistan",1,"Badakhshan",10,"Shahri Buzurg","Wuleswali","District",NA,NA
11,1,"AFG","Afghanistan",1,"Badakhshan",11,"Shighnan","Wuleswali","District",NA,NA
12,1,"AFG","Afghanistan",1,"Badakhshan",12,"Wakhan","Wuleswali","District",NA,NA
13,1,"AFG","Afghanistan",1,"Badakhshan",13,"Zebak","Wuleswali","District",NA,NA
14,1,"AFG","Afghanistan",2,"Badghis",14,"Ab Kamari","Wuleswali","District",NA,NA
15,1,"AFG","Afghanistan",2,"Badghis",15,"Ghormach","Wuleswali","District",NA,NA
16,1,"AFG","Afghanistan",2,"Badghis",16,"Jawand","Wuleswali","District",NA,NA
17,1,"AFG","Afghanistan",2,"Badghis",17,"Muqur","Wuleswali","District",NA,NA
18,1,"AFG","Afghanistan",2,"Badghis",18,"Murghab","Wuleswali","District",NA,NA
19,1,"AFG","Afghanistan",2,"Badghis",19,"Qadis","Wuleswali","District",NA,NA
20,1,"AFG","Afghanistan",2,"Badghis",20,"Qala-I-Naw","Wuleswali","District",NA,NA
21,1,"AFG","Afghanistan",3,"Baghlan",21,"Andarab","Wuleswali","District",NA,NA
22,1,"AFG","Afghanistan",3,"Baghlan",22,"Baghlan City","Wuleswali","District",NA,NA
23,1,"AFG","Afghanistan",3,"Baghlan",23,"Baghlani Jadid","Wuleswali","District",NA,NA
24,1,"AFG","Afghanistan",3,"Baghlan",24,"Burka","Wuleswali","District",NA,NA
25,1,"AFG","Afghanistan",3,"Baghlan",25,"Dahana-I-Ghori","Wuleswali","District",NA,NA
26,1,"AFG","Afghanistan",3,"Baghlan",26,"Doshi","Wuleswali","District",NA,NA
27,1,"AFG","Afghanistan",3,"Baghlan",27,"Kahmard","Wuleswali","District",NA,NA
28,1,"AFG","Afghanistan",3,"Baghlan",28,"Khinjan","Wuleswali","District",NA,NA
29,1,"AFG","Afghanistan",3,"Baghlan",29,"Khost Wa Firing","Wuleswali","District",NA,NA
30,1,"AFG","Afghanistan",3,"Baghlan",30,"Nahrin","Wuleswali","District",NA,NA
31,1,"AFG","Afghanistan",3,"Baghlan",31,"Puli Khumri","Wuleswali","District",NA,NA
32,1,"AFG","Afghanistan",3,"Baghlan",32,"Tala Wa Barfak","Wuleswali","District",NA,NA
33,1,"AFG","Afghanistan",4,"Balkh",33,"Balkh","Wuleswali","District",NA,NA
34,1,"AFG","Afghanistan",4,"Balkh",34,"Char Bolak","Wuleswali","District",NA,NA
35,1,"AFG","Afghanistan",4,"Balkh",35,"Charkint","Wuleswali","District",NA,NA
36,1,"AFG","Afghanistan",4,"Balkh",36,"Chimtal","Wuleswali","District",NA,NA
37,1,"AFG","Afghanistan",4,"Balkh",37,"Dawlat abad","Wuleswali","District",NA,NA
38,1,"AFG","Afghanistan",4,"Balkh",38,"Dihdadi","Wuleswali","District",NA,NA
39,1,"AFG","Afghanistan",4,"Balkh",39,"Kaldar","Wuleswali","District",NA,NA
40,1,"AFG","Afghanistan",4,"Balkh",40,"Khulm","Wuleswali","District",NA,NA
41,1,"AFG","Afghanistan",4,"Balkh",41,"Kishindih","Wuleswali","District",NA,NA
42,1,"AFG","Afghanistan",4,"Balkh",42,"Marmul","Wuleswali","District",NA,NA
43,1,"AFG","Afghanistan",4,"Balkh",43,"Mazar-i-Sharif","Wuleswali","District",NA,NA
44,1,"AFG","Afghanistan",4,"Balkh",44,"Nahri Shahi","Wuleswali","District",NA,NA
45,1,"AFG","Afghanistan",4,"Balkh",45,"Sholgara","Wuleswali","District",NA,NA
46,1,"AFG","Afghanistan",4,"Balkh",46,"Shortepa","Wuleswali","District",NA,NA
47,1,"AFG","Afghanistan",5,"Bamyan",47,"Bamyan City","Wuleswali","District",NA,NA
48,1,"AFG","Afghanistan",5,"Bamyan",48,"Panjab","Wuleswali","District",NA,NA
49,1,"AFG","Afghanistan",5,"Bamyan",49,"Shibar","Wuleswali","District",NA,NA
50,1,"AFG","Afghanistan",5,"Bamyan",50,"Waras","Wuleswali","District",NA,NA
51,1,"AFG","Afghanistan",5,"Bamyan",51,"Yakawlang","Wuleswali","District",NA,NA
52,1,"AFG","Afghanistan",6,"Daykundi",52,"Day Kundi","Wuleswali","District",NA,NA
